fit_unit_id,lake_id,phase,branch_label,point_count,linear_r2,linear_rmse,linear_aicc,linear_coefficients,quadratic_r2,quadratic_rmse,quadratic_aicc,quadratic_coefficients,selected_model,selected_r2,selected_rmse,selected_aicc,selected_coefficients,selection_rule,aicc_parameterization
lake_158_original_b01,158,original,B1,20,0.8299002291104922,0.3402965647991394,-35.61751168604596,25.0879698127;816.182685686,0.8850112065544877,0.2797908187975976,-40.28185456276875,220.185695973;-16.5618426274;817.945602074,quadratic,0.8850112065544877,0.2797908187975976,-40.28185456276875,220.185695973;-16.5618426274;817.945602074,minimum finite AICc among candidates with R2 > 0.8,regression coefficients + residual variance (locked ordinary workflow)
lake_162_original_b01,162,original,B1,7,0.9282422099811896,0.0860628004032267,-20.337492167654155,8.55244284084;453.581710411,0.9893659941029586,0.0331306071224372,-19.70216832331758,-70.2303388997;22.9569482173;452.988110247,linear,0.9282422099811896,0.0860628004032267,-20.337492167654155,8.55244284084;453.581710411,minimum finite AICc among candidates with R2 > 0.8,regression coefficients + residual variance (locked ordinary workflow)
lake_166_original_b01,166,original,B1,15,0.9254408467700856,0.2533863548252921,-33.00337764536462,44.6277430132;586.796334678,0.9264375072741708,0.2516871012829038,-29.38705873640764,-121.755127071;64.7303421057;586.016920848,linear,0.9254408467700856,0.2533863548252921,-33.00337764536462,44.6277430132;586.796334678,minimum finite AICc among candidates with R2 > 0.8,regression coefficients + residual variance (locked ordinary workflow)
lake_175_original_b01,175,original,B1,12,0.8495086761728274,0.1399689977421677,-38.192023814259166,7.10198878481;1077.75218346,0.8602528924514096,0.1348799932037298,-34.36659032850125,-38.4315660883;15.0801144597;1077.42256516,linear,0.8495086761728274,0.1399689977421677,-38.192023814259166,7.10198878481;1077.75218346,minimum finite AICc among candidates with R2 > 0.8,regression coefficients + residual variance (locked ordinary workflow)
lake_194_original_b01,194,original,B1,28,0.8514043544806167,0.1681940875751903,-92.82765426028124,26.4041462349;918.256762212,0.8664205469089623,0.1594694565723531,-93.07143028179566,232.420335188;-10.5393191941;919.669781411,quadratic,0.8664205469089623,0.1594694565723531,-93.07143028179566,232.420335188;-10.5393191941;919.669781411,minimum finite AICc among candidates with R2 > 0.8,regression coefficients + residual variance (locked ordinary workflow)
lake_1_branch_1_premerge,1,premerge,B1,7,0.9067686919643628,0.244254076336033,-12.733648186040266,13.1321640424;680.131134925,0.9352969540962376,0.2034807334831232,-8.290575360761792,55.5639568393;-27.042234408;687.205989332,linear,0.9067686919643628,0.244254076336033,-12.733648186040266,13.1321640424;680.131134925,minimum finite AICc among candidates with R2 > 0.8,regression coefficients (locked Lake 1/2/38 workflow)
lake_1_branch_2_premerge,1,premerge,B2,10,0.9679943093507132,0.7339905049752725,-0.4708980147599535,10.5041837271;672.750293961,0.9900613934491462,0.4090153332894837,-7.880052678734351,-4.97789024434;16.4438299582;671.716246285,quadratic,0.9900613934491462,0.4090153332894837,-7.880052678734351,-4.97789024434;16.4438299582;671.716246285,minimum finite AICc among candidates with R2 > 0.8,regression coefficients (locked Lake 1/2/38 workflow)
lake_1_merged_postmerge,1,postmerge,B1,12,0.963347733133228,0.3441835779505792,-20.264589237542527,2.42829260538;681.991172539,0.9636574706720684,0.3427261952919017,-16.699761961296584,0.0965729764979;1.89576909603;682.674260448,linear,0.963347733133228,0.3441835779505792,-20.264589237542527,2.42829260538;681.991172539,minimum finite AICc among candidates with R2 > 0.8,regression coefficients (locked Lake 1/2/38 workflow)
lake_202_original_b01,202,original,B1,10,0.9220681066289568,0.1167743087711861,-32.950243838667525,16.1995850079;680.547484358,0.9528656726921416,0.0908151590845507,-31.97858114078305,-119.396851513;36.2613394919;679.779518746,linear,0.9220681066289568,0.1167743087711861,-32.950243838667525,16.1995850079;680.547484358,minimum finite AICc among candidates with R2 > 0.8,regression coefficients + residual variance (locked ordinary workflow)
lake_217_original_b01,217,original,B1,12,0.8996302333102676,0.1430648035075441,-37.6669819198066,12.5114748223;570.107616131,0.9011161901985166,0.1420018298216427,-33.13168233521815,-22.7653954254;16.7728143464;569.934909971,linear,0.8996302333102676,0.1430648035075441,-37.6669819198066,12.5114748223;570.107616131,minimum finite AICc among candidates with R2 > 0.8,regression coefficients + residual variance (locked ordinary workflow)
lake_221_original_b01,221,original,B1,16,0.9020914865853576,0.2094605864074496,-42.02303004881979,41.8803699365;642.168578113,0.91776525802141,0.1919639836376772,-41.17795667631139,-514.132211684;104.470912413;640.382145015,linear,0.9020914865853576,0.2094605864074496,-42.02303004881979,41.8803699365;642.168578113,minimum finite AICc among candidates with R2 > 0.8,regression coefficients + residual variance (locked ordinary workflow)
lake_231_original_b01,231,original,B1,14,0.936278727444902,0.0914619117397098,-58.57131443807918,9.91785749965;561.354996109,0.9363343161328714,0.0914220086053851,-54.53908853943925,-4.94668686138;10.801433348;561.321908654,linear,0.936278727444902,0.0914619117397098,-58.57131443807918,9.91785749965;561.354996109,minimum finite AICc among candidates with R2 > 0.8,regression coefficients + residual variance (locked ordinary workflow)
lake_2_branch_1_premerge,2,premerge,B1,14,0.9643623788274356,0.2983026046829613,-28.77920286989672,11.1006458352;729.858173328,0.9816002358085892,0.2143427609722555,-34.72500803817676,15.645700594;0.554158129296;731.327501259,quadratic,0.9816002358085892,0.2143427609722555,-34.72500803817676,15.645700594;0.554158129296;731.327501259,minimum finite AICc among candidates with R2 > 0.8,regression coefficients (locked Lake 1/2/38 workflow)
lake_2_branch_2_premerge,2,premerge,B2,10,0.991971859745722,0.3970297595678003,-12.760595085242906,6.56194493914;721.449007765,0.9978575012333676,0.205104824240278,-21.68468185549755,1.1857365614;3.97768796446;722.318399373,quadratic,0.9978575012333676,0.205104824240278,-21.68468185549755,1.1857365614;3.97768796446;722.318399373,minimum finite AICc among candidates with R2 > 0.8,regression coefficients (locked Lake 1/2/38 workflow)
lake_2_merged_postmerge,2,postmerge,B1,5,0.9227935460889152,0.0771655430284981,-15.618022554157424,3.55863947041;726.07694407,0.9545346409838986,0.0592157080098494,1.734315657161332,19.6915374505;-99.9420635543;861.967489992,linear,0.9227935460889152,0.0771655430284981,-15.618022554157424,3.55863947041;726.07694407,minimum finite AICc among candidates with R2 > 0.8,regression coefficients (locked Lake 1/2/38 workflow)
lake_38_original,38,original,B1,14,0.956326025780291,0.5070449186879625,-13.9254500134282,9.09876146839;781.658948194,0.9926714205079132,0.2077040570370126,-35.60594842370657,-12.4602861745;18.3134773652;780.806151833,quadratic,0.9926714205079132,0.2077040570370126,-35.60594842370657,-12.4602861745;18.3134773652;780.806151833,minimum finite AICc among candidates with R2 > 0.8,regression coefficients (locked Lake 1/2/38 workflow)
